毕业年份,学校名称,专业分类,院校所在地,工资/月,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,西安理工大学,理工,陕西,4848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,天津医科大学,医药,天津,4825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,天津理工大学,理工,天津,4810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,集美大学,综合,福建,4765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,天津财经大学,财经,天津,4763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,大连工业大学,理工,辽宁,4758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,天津科技大学,理工,天津,4720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,山东理工大学,理工,山东,4709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,南京中医药大学,医药,江苏,4679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,河北医科大学,医药,河北,4642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,广西师范大学,师范,广西,4630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,南京医科大学,医药,江苏,4627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,中国矿业大学(北京),理工,北京,4620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,天津美术学院,艺术,天津,4616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,广州中医药大学,医药,广东,4582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,贵州大学,综合,贵州,4580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,山东科技大学,理工,山东,4579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,江西师范大学,师范,江西,4543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,山东财经大学,财经,山东,4530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,安徽医科大学,医药,安徽,4520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,中国人民公安大学,政法,北京,4511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,重庆邮电大学,理工,重庆,4499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,湖南农业大学,农林,湖南,4438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,黑龙江大学,综合,黑龙江,4394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,南京林业大学,农林,江苏,4216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,内蒙古大学,综合,内蒙古,4190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,温州大学,综合,浙江,4139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,河南科技大学,理工,河南,4128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,常州大学,理工,江苏,4112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,烟台大学,综合,山东,4102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,成都中医药大学,医药,四川,4073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,浙江师范大学,师范,浙江,4021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,太原理工大学,理工,山西,4007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,湖北大学,综合,湖北,3998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,河北师范大学,师范,河北,3992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,燕山大学,理工,河北,3970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,北京联合大学,综合,北京,3957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,长江大学,综合,湖北,3951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,河北工业大学,理工,河北 ,3899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,四川农业大学,农林,四川,3894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,安徽农业大学,农林,安徽,3842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,成都理工大学,理工,四川,3765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,山西财经大学,财经,山西,3758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,湖南中医药大学,医药,湖南,3731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,兰州交通大学,理工,甘肃,3705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,西北师范大学,师范,甘肃,3705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,天津中医药大学,医药,天津,3703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,安徽师范大学,师范,安徽,3701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,南京工业大学,理工,江苏,3657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,重庆工商大学,财经,重庆,3654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,重庆师范大学,师范,重庆,3622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,兰州理工大学,理工,甘肃,3616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,青岛科技大学,理工,山东,3584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,天津师范大学,师范,天津,3574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,华北电力大学(保定),理工,河北,3542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,山东中医药大学,医药,山东,3528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,江苏科技大学,理工,江苏,3513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,武汉工程大学,理工,湖北,3460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,延边大学,综合,吉林 ,3437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,南京信息工程大学,理工,江苏,3426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,西安建筑科技大学,理工,陕西,3394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,清华大学,理工,北京,10969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,北京大学,综合,北京,11212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,北京外国语大学,语言,北京,10464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,上海交通大学,综合,上海,10542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,对外经济贸易大学,财经,北京,10617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,外交学院,语言,北京,11016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,复旦大学,综合,上海,11052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,浙江大学,综合,浙江,10308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,同济大学,理工,上海,10893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,中央财经大学,财经,北京,10086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,上海外国语大学,语言,上海,10758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,中国人民大学,综合,北京,10659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,上海财经大学,财经,上海,10184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,国际关系学院,政法,北京,10836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,华南理工大学,理工,广东,10132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,北京航空航天大学,理工,北京,10096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,中国科学技术大学,理工,安徽,10258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,中山大学,综合,广东,10086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,北京邮电大学,理工,北京,10497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,上海对外经贸大学,财经,上海,10370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,东华大学,理工,上海,9758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,南京大学,综合,江苏,10154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,华东师范大学,师范,上海,9969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,广东外语外贸大学,语言,广州,10542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,上海理工大学,理工,上海,10275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,北京理工大学,理工,北京,10267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,北京电影学院,艺术,北京,10415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,西安交通大学,综合,陕西,9987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,华东政法大学,政法,上海,9702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,厦门大学,综合,福建,9777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,中央美术学院,艺术,北京,10110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,北京交通大学,理工,北京,10274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,东南大学,综合,江苏,10228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,暨南大学,综合,广东,9940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,北京大学医学部,综合,北京,9491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,上海大学,综合,上海,9470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,北京化工大学,理工,北京,9614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,深圳大学,综合,广东,9595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,北京信息科技大学,理工,北京,9644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,哈尔滨工业大学,理工,黑龙江,9258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,华东理工大学,理工,上海,9565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,北京工业大学,理工,北京,9376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,中国传媒大学,语言,北京,9253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,北京科技大学,理工,北京,9390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,南开大学,综合,天津,9862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,中央戏剧学院,艺术,北京,9374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,大连理工大学,理工,辽宁,9424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,上海工程技术大学,理工,上海,9373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,天津大学,理工,天津,9268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,西安电子科技大学,理工,陕西,9342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,哈尔滨工程大学,理工,黑龙江,9414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,上海电力学院,理工,上海,9160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,上海第二工业大学,理工,上海,9256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,华北电力大学(北京),工科,北京,8849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,上海海事大学,理工,上海,9073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,电子科技大学,理工,四川,9208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,北京工商大学,财经,北京,9316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,首都经济贸易大学,财经,北京,8936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,广州美术学院,艺术,广州,9184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,大连海事大学,理工,辽宁,8918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,北京师范大学,师范,北京,8586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,中南大学,综合,湖南,8679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,汕头大学,综合,广东,8672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,华中科技大学,理工,湖北,8955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,北京第二外国语学院,语言,北京,8691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,中国矿业大学(北京),工科,北京,8975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,中国青年政治学院,政法,北京,8965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,上海师范大学,师范,上海,9091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,上海中医药大学,医药,上海,8777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,南京邮电大学,理工,江苏,8966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,北方工业大学,理工,北京,8531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,中国地质大学(北京),工科,北京,8601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,北京服装学院,理工,北京,8625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,南京航空航天大学,理工,江苏,8239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,浙江财经大学,财经,浙江,8379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,中国美术学院,艺术,杭州,8207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,中国农业大学,农林,北京,8509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,西北工业大学,理工,陕西,8048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,中国民航大学,理工,天津,8174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,上海戏剧学院,艺术,上海,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,北京建筑大学,理工,北京,8189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,南京理工大学,理工,江苏,7948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,吉林大学,综合,吉林,8013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,重庆大学,综合,重庆,7993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,河北建筑工程学院,理工,河北,7775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,上海应用技术学院,理工,上海,7620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,湖南大学,综合,湖南,7612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,北京物资学院,财经,北京,7549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,中国石油大学,理工,山东,7809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,武汉大学,综合,湖北,8063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,江西财经大学,财经,江西,7522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,广西大学,综合,广西,7508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,中国政法大学,政法,北京,7561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,青岛大学,综合,山东,7592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,上海海洋大学,农林,上海,7830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,北京语言大学,语言,北京,7389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,北京林业大学,农林,北京,7429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,北京印刷学院,理工,北京,7613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,天津工业大学,理工,天津,7564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,南京艺术学院,艺术,南京,7278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,江苏大学,综合,江苏,7643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,武汉科技大学,理工,湖北,7685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,西南财经大学,财经,四川,7420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,山西大学,综合,山西,7399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,扬州大学,综合,江苏,7369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,杭州电子科技大学,理工,浙江,6921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,浙江理工大学,理工,浙江,7365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,中央民族大学,民族,北京,7116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,合肥工业大学,理工,安徽,7140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,江南大学,综合,江苏,6865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,西南政法大学,政法,重庆,7019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,辽宁大学,综合,辽宁,6836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,南方医科大学,医药,广东,6994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,浙江传媒学院,语言,浙江,7143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,广东财经大学,财经,广东,7084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,中国石油大学(华东),理工,山东,6742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,广州大学,综合,广东,6854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,天津商业大学,财经,天津,6706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,华侨大学,综合,福建,6751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,华中农业大学,农林,湖北,6668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,中国石油大学(北京),理工,北京,6916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,华北电力大学(北京),理工,北京,6691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,山东师范大学,师范,山东,6589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,湘潭大学,综合,湖南,6461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,宁波大学,综合,浙江,6509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,海南大学,综合,海南,6452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,四川师范大学,师范,四川,6392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,杭州师范大学,师范,浙江,5954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,长沙理工大学,理工,湖南,6072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,福建师范大学,师范,福建,5864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,中国药科大学,医药,江苏,6063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,北京体育大学,体育,北京,5940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,四川美术学院,艺术,重庆,6022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,东北财经大学,财经,辽宁,5959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,浙江工业大学,理工,浙江,5914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,西安外国语大学,语言,陕西,5665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,长安大学,理工,陕西,5985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,广东工业大学,理工,广东,5680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,南京农业大学,农林,江苏,5791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,西安理工大学,理工,陕西,5721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,天津医科大学,医药,天津,5838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,天津理工大学,理工,天津,5772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,集美大学,综合,福建,5623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,天津财经大学,财经,天津,5525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,大连工业大学,理工,辽宁,5615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,天津科技大学,理工,天津,5523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,山东理工大学,理工,山东,5510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,南京中医药大学,医药,江苏,5568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,河北医科大学,医药,河北,5802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,广西师范大学,师范,广西,5418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,南京医科大学,医药,江苏,5784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,中国矿业大学(北京),理工,北京,5683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,天津美术学院,艺术,天津,5400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,广州中医药大学,医药,广东,5269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,贵州大学,综合,贵州,5450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,山东科技大学,理工,山东,5586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,江西师范大学,师范,江西,5270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,山东财经大学,财经,山东,5572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,安徽医科大学,医药,安徽,5650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,中国人民公安大学,政法,北京,5594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,重庆邮电大学,理工,重庆,5579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,湖南农业大学,农林,湖南,5415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,黑龙江大学,综合,黑龙江,5317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,南京林业大学,农林,江苏,4975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,内蒙古大学,综合,内蒙古,4986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,温州大学,综合,浙江,5050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,河南科技大学,理工,河南,5119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,常州大学,理工,江苏,4935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,烟台大学,综合,山东,4882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,成都中医药大学,医药,四川,5051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,浙江师范大学,师范,浙江,4826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,太原理工大学,理工,山西,4768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,湖北大学,综合,湖北,4997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,河北师范大学,师范,河北,4631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,燕山大学,理工,河北,4605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,北京联合大学,综合,北京,4947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,长江大学,综合,湖北,4780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,河北工业大学,理工,河北 ,4484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,四川农业大学,农林,四川,4829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,安徽农业大学,农林,安徽,4610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,成都理工大学,理工,四川,4368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,山西财经大学,财经,山西,4660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,湖南中医药大学,医药,湖南,4552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,兰州交通大学,理工,甘肃,4445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,西北师范大学,师范,甘肃,4371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,天津中医药大学,医药,天津,4555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,安徽师范大学,师范,安徽,4441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,南京工业大学,理工,江苏,4352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,重庆工商大学,财经,重庆,4202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,重庆师范大学,师范,重庆,4528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,兰州理工大学,理工,甘肃,4303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,青岛科技大学,理工,山东,4194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,天津师范大学,师范,天津,4325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,华北电力大学(保定),理工,河北,4144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,山东中医药大学,医药,山东,4163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,江苏科技大学,理工,江苏,4146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,武汉工程大学,理工,湖北,4117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
